_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,hunter_type,num_slots,name,rarity
1376727,Chest,30,44,-2,-1,-2,3,2,1,0,Gore Vest S,6
1376728,Chest,64,78,-2,-1,-2,2,2,0,0,EX Gore Mail,6
1376729,Chest,32,46,-2,-1,-2,3,2,1,0,EX Gore Vest,6
1376730,Chest,56,70,-2,-1,-2,2,2,0,0,Gore Mail R,6
1376731,Chest,28,42,-2,-1,-2,3,2,1,0,Gore Vest R,6
1376732,Chest,60,74,2,-3,0,0,-2,0,0,Regios Mail S,6
1376733,Chest,30,44,4,-3,0,0,-2,1,0,Regios Vest S,6
1376734,Chest,66,80,-3,1,1,2,-2,0,0,Duramboros Mail,6
1376735,Chest,33,47,-2,1,1,2,-2,1,0,Duramboros Vest,6
1376736,Chest,60,74,2,-3,-2,0,0,0,0,Tigrex Mail S,6
1376737,Chest,30,44,4,-3,-2,0,0,1,0,Tigrex Vest S,6
1376738,Chest,64,78,2,-3,-2,0,0,0,0,EX Tigrex Mail,6
1376739,Chest,32,46,4,-3,-2,0,0,1,0,EX Tigrex Vest,6
1376740,Chest,56,70,2,-3,-2,0,0,0,2,Tigrex Mail R,6
1376741,Chest,28,42,4,-3,-2,0,0,1,2,Tigrex Vest R,6
1376742,Chest,64,78,-1,3,2,-1,0,0,1,Kirin Jacket S,6
1376743,Chest,32,46,-1,4,2,-1,0,1,1,Kirin Cape S,6
1376744,Chest,60,74,-1,3,2,-1,0,0,1,Kirin Jacket R,6
1376745,Chest,30,44,-1,4,2,-1,0,1,1,Kirin Cape R,6
1376746,Chest,62,76,2,0,0,-4,-2,0,2,Brachydios Mail S,6
1376747,Chest,31,45,2,0,0,-3,-2,1,2,Brachydios Vest S,6
1376748,Chest,66,80,2,0,0,-4,-2,0,1,EX Brachydios Mail,6
1376749,Chest,33,47,2,0,0,-3,-2,1,1,EX Brachydios Vest,6
1376750,Chest,66,80,2,3,2,1,-5,0,1,Golden Haori,6
1376751,Chest,33,47,2,3,2,1,-4,1,1,Puppeteer Suit,6
1376752,Chest,66,80,0,-4,-4,0,0,0,0,Vangis Mail,6
1376753,Chest,33,47,0,-3,-4,0,0,1,0,Vangis Vest,6
1376754,Chest,50,64,0,0,0,0,0,0,1,Guild Knight Suit,6
1376755,Chest,25,39,0,0,0,0,0,1,1,Guild Knight Vest,6
1376756,Chest,50,64,0,0,0,0,0,0,1,Maiden's Suit S,6
1376757,Chest,25,39,0,0,0,0,0,1,1,French Maid Vest S,6
1376758,Chest,50,64,0,0,0,0,0,0,1,Blue Guild Suit,6
1376759,Chest,25,39,0,0,0,0,0,1,1,Blue Guild Vest,6
1376760,Chest,50,64,0,0,0,0,0,0,1,Red Guild Suit,6
1376761,Chest,25,39,0,0,0,0,0,1,1,Red Guild Vest,6
1376762,Chest,50,64,0,0,0,0,0,0,1,Helper Suit S,6
1376763,Chest,25,39,0,0,0,0,0,1,1,Healer Vest S,6
1376764,Chest,50,64,0,0,0,0,0,0,0,Helper Suit U,6
1376765,Chest,25,39,0,0,0,0,0,1,0,Healer Vest U,6
1376766,Chest,50,64,0,0,0,0,0,0,1,Guild Bard Bolero S,6
1376767,Chest,25,39,0,0,0,0,0,1,1,Guild Bard Vest S,6
1376768,Chest,15,29,0,0,0,0,0,2,3,Chakra Necklace,6
1376771,Chest,50,64,0,0,0,0,0,0,0,Dianthus Wealgown,6
1376772,Chest,25,39,0,0,0,0,0,1,0,Campanile Wealgown,6
1376773,Chest,50,64,0,0,0,0,0,0,0,Ace Mail,6
1376774,Chest,25,39,0,0,0,0,0,1,0,Ace Vest,6
1376775,Chest,50,64,0,0,0,0,0,0,0,Sororal Mail,6
1376776,Chest,25,39,0,0,0,0,0,1,0,Sororal Vest,6
1376777,Chest,50,64,0,0,0,0,0,0,0,Hawksuit,6
1376778,Chest,25,39,0,0,0,0,0,1,0,Hawkjacket,6
1376779,Chest,56,70,1,1,1,1,1,0,0,Gourmew Suit S,6
1376780,Chest,28,42,1,1,1,1,1,1,0,Gourmew Vest S,6
1376782,Chest,50,64,0,0,0,0,0,0,1,Scholarly Suit S,6
1376783,Chest,25,39,0,0,0,0,0,1,1,Scholarly Vest S,6
1376784,Chest,56,70,0,0,0,0,0,0,2,Ranger's Girdle,6
1376785,Chest,28,42,0,0,0,0,0,1,2,Archer's Girdle,6
1376786,Chest,56,70,2,2,1,-1,-1,0,0,Shinobi Heaven Suit,7
1376787,Chest,28,42,2,2,2,-1,-1,1,0,Shinobi Land Suit,7
1376788,Chest,60,74,2,2,1,-1,-1,0,0,Shinobi Sky Suit,7
1376789,Chest,30,44,2,2,2,-1,-1,1,0,Shinobi Sea Suit,7
1376790,Chest,66,80,2,-2,2,2,-2,0,0,Ancient Mail,7
1376791,Chest,33,47,2,-2,3,2,-2,1,0,Ancient Vest,7
1376792,Chest,66,80,2,2,2,-2,-2,0,0,Master's Mail,7
1376793,Chest,33,47,3,2,2,-2,-2,1,0,Master's Vest,7
1376794,Chest,66,80,2,2,-5,2,2,0,1,Black Hide S,7
1376795,Chest,33,47,2,2,-5,2,3,1,1,Black Skin S,7
1376796,Chest,66,80,-2,2,-2,2,2,0,0,Toka Doate,7
1376797,Chest,33,47,-2,3,-2,2,2,1,0,Mitsuaoi Doate,7
1376798,Chest,64,78,4,-3,-4,0,0,0,0,EX Rathian Mail S,7
1376799,Chest,32,46,6,-3,-4,0,0,1,0,EX Rathian Vest S,7
1376800,Chest,64,78,5,-4,-4,0,0,0,1,EX Rathalos Mail S,7
1376801,Chest,32,46,6,-4,-4,0,0,1,1,EX Rathalos Vest S,7
1376802,Chest,64,78,2,-4,-3,0,0,0,0,EX Tigrex Mail S,7
1376803,Chest,32,46,4,-4,-3,0,0,1,0,EX Tigrex Vest S,7
1376804,Chest,68,82,-2,0,-4,2,2,0,0,Arc Mail S,7
1376805,Chest,68,82,-2,0,-4,2,2,0,0,Storge Mail S,7
1376806,Chest,34,48,-2,0,-3,2,2,1,0,Arc Vest S,7
1376807,Chest,34,48,-2,0,-3,2,2,1,0,Storge Vest S,7
1376808,Chest,72,86,-2,0,-4,2,2,0,0,EX Arc Mail,7
1376809,Chest,72,86,-2,0,-4,2,2,0,0,EX Storge Mail,7
1376810,Chest,36,50,-2,0,-3,2,2,1,0,EX Arc Vest,7
1376811,Chest,36,50,-2,0,-3,2,2,1,0,EX Storge Vest,7
1376812,Chest,64,78,-2,0,-4,2,2,0,1,Arc Mail R,7
1376813,Chest,64,78,-2,0,-4,2,2,0,1,Storge Mail R,7
1376814,Chest,32,46,-2,0,-3,2,2,1,1,Arc Vest R,7
1376815,Chest,32,46,-2,0,-3,2,2,1,1,Storge Vest R,7
1376816,Chest,72,86,-1,-2,-3,2,3,0,0,Kushala Cista S,7
1376817,Chest,36,50,-1,-2,-3,2,5,1,0,Kushala Vise S,7
1376818,Chest,76,90,-1,-2,-3,2,3,0,0,EX Kushala Cista,7
1376819,Chest,38,52,-1,-2,-3,2,5,1,0,EX Kushala Vise,7
1376820,Chest,68,82,-1,-2,-3,2,3,0,0,Kushala Cista R,7
1376821,Chest,34,48,-1,-2,-3,2,5,1,0,Kushala Vise R,7
1376822,Chest,56,70,-5,0,-3,1,2,0,0,Mizuha Guards S,7
1376823,Chest,28,42,-4,0,-3,1,2,1,0,Cham Camise S,7
1376824,Chest,60,74,-5,0,-3,1,2,0,0,EX Mizuha Guards,7
1376825,Chest,30,44,-4,0,-3,1,2,1,0,EX Cham Camise,7
1376826,Chest,66,80,4,1,-3,-4,-1,0,0,Kaiser Mail S,7
1376827,Chest,33,47,4,1,-3,-3,-1,1,0,Kaiser Vest S,7
1376828,Chest,70,84,4,1,-3,-4,-1,0,0,EX Kaiser Mail,7
1376829,Chest,35,49,4,1,-3,-3,-1,1,0,EX Kaiser Vest,7
1376830,Chest,66,80,2,-4,4,-6,0,0,0,Silver Solmail,7
1376831,Chest,33,47,2,-4,4,-5,0,1,0,Silver Solvest,7
1376832,Chest,70,84,2,-4,4,-6,0,0,0,EX Silver Solmail,7
1376833,Chest,35,49,2,-4,4,-5,0,1,0,EX Silver Solvest,7
1376834,Chest,62,76,2,-4,4,-6,0,0,0,Silver Solmail R,7
1376835,Chest,31,45,2,-4,4,-5,0,1,0,Silver Solvest R,7
1376836,Chest,64,78,2,-6,4,-4,0,0,0,Golden Lunemail,7
1376837,Chest,32,46,2,-5,4,-4,0,1,0,Golden Lunevest,7
1376838,Chest,68,82,2,-6,4,-4,0,0,0,EX Golden Lunemail,7
1376839,Chest,34,48,2,-5,4,-4,0,1,0,EX Golden Lunevest,7
1376840,Chest,70,84,2,3,2,1,-6,0,1,Divine Ire Haori,7
1376841,Chest,35,49,2,3,2,1,-5,1,1,Crusher Garb,7
1376842,Chest,70,84,-2,-5,-2,-2,-2,0,0,Esurient Mail,7
1376843,Chest,35,49,-2,-4,-2,-2,-2,1,1,Esurient Vest,7
1376844,Chest,66,80,-2,-5,-2,-2,-2,0,2,Esurient Mail R,7
1376845,Chest,33,47,-2,-4,-2,-2,-2,1,2,Esurient Vest R,7
1376846,Chest,74,88,4,-3,-5,0,2,0,0,Akantor Aegis,7
1376847,Chest,37,51,4,-3,-4,0,2,1,0,Akantor Plate,7
1376848,Chest,70,84,4,-3,-5,0,2,0,0,Akantor Aegis R,7
1376849,Chest,35,49,4,-3,-4,0,2,1,0,Akantor Plate R,7
1376850,Chest,80,94,-4,-3,-2,0,4,0,0,Ukanlos Aegis,7
1376851,Chest,40,54,-4,-3,-2,0,4,1,0,Ukanlos Plate,7
1376852,Chest,70,84,-3,0,-5,4,0,0,0,Tempest Robe,7
1376853,Chest,35,49,-3,0,-5,5,0,1,0,Welkin Robe,7
1376854,Chest,66,80,-3,0,-5,4,0,0,0,Tempest Robe R,7
1376855,Chest,33,47,-3,0,-5,5,0,1,0,Welkin Robe R,7
1376856,Chest,70,84,-1,-1,-2,-1,-1,0,1,Skeletal Sternum R,7
1376857,Chest,35,49,-1,-1,-1,-1,-1,1,1,Decayed Sternum R,7
1376858,Chest,70,84,0,1,-4,2,1,0,1,Astral Suit,7
1376859,Chest,35,49,0,1,-3,2,1,1,1,Astral Vest,7
1376860,Chest,76,90,0,0,-4,0,0,0,0,Escadora Soul,7
1376861,Chest,38,52,0,0,-4,0,0,1,0,Escadora Seele,7
1376862,Chest,72,86,0,0,-4,0,0,0,0,Escadora Soul R,7
1376863,Chest,36,50,0,0,-4,0,0,1,0,Escadora Seele R,7
1376871,Chest,44,60,1,1,3,1,1,0,0,Strange Mail,5
1376872,Chest,22,38,2,2,3,2,2,1,0,Strange Vest,5
1376873,Chest,26,46,-2,1,0,2,-1,0,0,Redhelm Mail,8
1376874,Chest,13,33,-2,1,0,3,-1,1,0,Redhelm Vest,8
1376875,Chest,22,42,-4,-2,0,3,4,0,0,Snowbaron Mail,8
1376876,Chest,11,31,-4,-2,0,3,5,1,0,Snowbaron Vest,8
1376877,Chest,30,50,0,-4,0,4,0,0,0,Stonefist Mail,8
1376878,Chest,15,35,0,-4,0,5,0,1,0,Stonefist Vest,8
1376879,Chest,30,50,4,-1,-3,0,0,0,0,Dreadqueen Mail,8
1376880,Chest,15,35,4,-1,-3,1,1,1,0,Dreadqueen Vest,8
1376881,Chest,52,72,3,-2,0,-3,0,0,0,Drilltusk Mail,8
1376882,Chest,26,46,4,-2,1,-3,1,1,0,Drilltusk Vest,8
1376883,Chest,44,64,-2,-3,0,1,0,0,0,Silverwind Mail,8
1376884,Chest,22,42,-2,-3,1,1,1,1,0,Silverwind Vest,8
1376885,Chest,70,90,4,1,-2,-4,1,0,0,Crystalbeard Mail,8
1376886,Chest,35,55,5,1,-2,-4,1,1,0,Crystalbeard Vest,8
1376887,Chest,66,86,2,2,0,-4,-2,0,0,Deadeye Mail,8
1376888,Chest,33,53,3,3,0,-4,-2,1,0,Deadeye Vest,8
1376889,Chest,68,88,5,-2,-3,0,0,0,0,Dreadking Mail,8
1376890,Chest,34,54,5,-2,-3,1,1,1,0,Dreadking Vest,8
1376891,Chest,68,88,0,4,1,0,-3,0,0,Thunderlord Mail,8
1376892,Chest,34,54,0,5,1,0,-3,1,0,Thunderlord Vest,8
1376893,Chest,70,90,2,-4,-2,1,1,0,0,Grimclaw Mail,8
1376894,Chest,35,55,3,-4,-2,1,1,1,0,Grimclaw Vest,8
1376895,Chest,70,90,4,1,0,-3,-2,0,0,Hellblade Mail,8
1376896,Chest,35,55,4,1,0,-3,-2,1,0,Hellblade Vest,8
1376902,Chest,44,60,0,0,0,0,3,0,0,X Gammoth Jacket,5
1376903,Chest,22,38,0,0,0,0,4,1,0,X Gammoth Jersey,5
1376904,Chest,44,60,0,0,0,3,0,0,0,X Mizutsune Jacket,5
1376905,Chest,22,38,0,0,0,4,0,1,0,X Mizutsune Jersey,5
1376906,Chest,44,60,3,0,0,0,0,0,0,X Dino Jacket,5
1376907,Chest,22,38,4,0,0,0,0,1,0,X Dino Jersey,5
1376908,Chest,44,60,0,3,0,0,0,0,0,X Astalos Jacket,5
1376909,Chest,22,38,0,4,0,0,0,1,0,X Astalos Jersey,5
1376910,Chest,50,66,2,2,2,2,2,0,0,Booyah Jacket,5
1376911,Chest,25,41,3,3,3,3,3,1,0,Booyah Bomber,5
1376912,Chest,50,66,2,2,2,2,2,0,0,Biker Jacket,5
1376913,Chest,25,41,3,3,3,3,3,1,0,Biker Leather,5
1376914,Chest,70,84,4,4,4,4,4,0,0,Ultimate Garb,7
1376915,Chest,35,49,5,5,5,5,5,1,0,Ultimate Attire,7
1376916,Chest,66,80,4,4,4,4,4,0,0,Champion's Body,7
1376917,Chest,33,47,5,5,5,5,5,1,0,Strongman's Body,7
1376918,Chest,68,82,1,1,1,1,1,0,1,Zodias Mail,7
1376919,Chest,34,48,2,2,2,2,2,1,1,Zodias Vest,7
1376920,Chest,52,66,0,0,0,0,0,0,0,Pirate Suit J,6
1376921,Chest,26,40,0,0,0,0,0,1,0,Pirate Jacket J,6
1376922,Chest,56,70,-4,-4,-4,-4,-4,0,0,Buccaneer Suit J,6
1376923,Chest,28,42,-3,-3,-3,-3,-3,1,0,Buccaneer Jacket J,6
1376924,Chest,54,68,0,4,1,-1,-2,0,1,Dynaqlo Coat,6
1376925,Chest,27,41,0,5,1,-1,-2,1,1,Dynaqlo Jacket,6
1376926,Chest,24,44,1,1,1,1,1,0,0,Promising Plate,3
1376927,Chest,12,32,2,2,2,2,2,1,0,Halcyon Plate,3
1376928,Chest,56,70,1,1,1,1,1,0,2,Blue Star Suit,6
1376929,Chest,28,42,2,2,2,2,2,1,2,Blue Star Jacket,6
1376930,Chest,64,78,0,0,0,0,0,0,0,Star Rook Mail,7
1376931,Chest,32,46,0,0,0,0,0,1,0,Star Rook Vest,7
1376932,Chest,52,66,1,1,1,1,1,0,0,Star Knight Mail,6
1376933,Chest,26,40,2,2,2,2,2,1,0,Star Knight Vest,6
1376938,Chest,64,78,2,2,2,2,2,0,1,Hero's Clothes,7
1376939,Chest,32,46,3,3,3,3,3,1,1,Hero's Tunic,7
1376940,Chest,64,78,4,4,-4,4,4,0,0,Varia Suit Armor,6
1376941,Chest,32,46,5,5,-3,5,5,1,0,Varia Suit Barrier,6
1376942,Chest,48,62,4,4,-4,4,4,0,0,Zero Suit Body,6
1376943,Chest,24,38,5,5,-3,5,5,1,0,Zero Suit Wear,6
1376944,Chest,66,80,2,2,2,2,2,0,0,Mail of Rage,7
1376945,Chest,33,47,3,3,3,3,3,1,0,Vest of Rage,7
1376946,Chest,66,80,2,2,2,2,2,0,0,Mail of Anat,7
1376947,Chest,33,47,3,3,3,3,3,1,0,Vest of Anat,7
1376948,Chest,50,66,2,2,2,2,2,0,0,Rider Jacket,5
1376949,Chest,25,41,3,3,3,3,3,1,0,Rider Leather,5
1376950,Chest,14,34,-3,0,0,1,2,0,0,Mosgharl Ribplate,2
1376951,Chest,7,27,-3,0,0,2,3,1,0,Mosgharl Ribguard,2
1376952,Chest,26,46,-3,-1,2,1,3,0,0,Gammoth Mail,3
1376953,Chest,13,33,-3,-1,2,1,4,1,0,Gammoth Vest,3
1376954,Chest,22,42,1,1,1,1,1,0,0,Gourmew Suit,3
1376955,Chest,11,31,1,1,1,1,1,1,0,Gourmew Vest,3
1376956,Chest,12,28,0,1,0,1,0,1,0,Leather Vest S,4
1376957,Chest,12,28,0,1,0,0,1,1,1,Chainmail Vest S,4
1376958,Chest,36,52,-3,0,0,1,2,0,0,Mosgharl Ribplate S,4
1376959,Chest,18,34,-3,0,0,2,3,1,0,Mosgharl Ribguard S,4
1376960,Chest,66,80,-3,-1,2,1,3,0,0,Gammoth Mail S,6
1376961,Chest,33,47,-3,-1,2,1,4,1,0,Gammoth Vest S,6
1376962,Chest,50,64,0,0,0,0,0,0,1,Blue Guild Suit,6
1376963,Chest,25,39,0,0,0,0,0,1,1,Blue Guild Vest,6
1376964,Chest,50,64,0,0,0,0,0,0,1,Red Guild Suit,6
1376965,Chest,25,39,0,0,0,0,0,1,1,Red Guild Vest,6
1376966,Chest,56,70,1,1,1,1,1,0,0,Gourmew Suit S,6
1376967,Chest,28,42,1,1,1,1,1,1,0,Gourmew Vest S,6
1376968,Chest,64,78,1,1,1,1,1,0,0,Promising Archplate,7
1376969,Chest,32,46,2,2,2,2,2,1,0,Halcyon Archplate,7
1376970,Chest,24,44,1,1,1,1,1,0,1,Lucid Robe,3
1376971,Chest,12,32,2,2,2,2,2,1,1,Dreamy Robe,3
1376972,Chest,64,78,1,1,1,1,1,0,1,Lucid Archrobe,7
1376973,Chest,32,46,2,2,2,2,2,1,1,Dreamy Archrobe,7
1376974,Chest,60,74,2,2,2,2,2,0,1,Hiryu Sky Suit,7
1376975,Chest,30,44,2,3,2,2,2,1,1,Hiryu Land Suit,7
1376976,Chest,62,76,3,0,3,0,0,0,1,Lodestar Suit,7
1376977,Chest,31,45,3,0,4,0,0,1,1,Lodestar Vest,7
1376978,Chest,64,78,4,4,-4,4,4,0,0,Varia Suit Armor,6
1376979,Chest,32,46,5,5,-3,5,5,1,0,Varia Suit Barrier,6
1376980,Chest,48,62,4,4,-4,4,4,0,0,Zero Suit Body,6
1376981,Chest,24,38,5,5,-3,5,5,1,0,Zero Suit Wear,6
1441793,Arms,1,25,0,0,0,0,0,2,1,Leather Gloves,1
1441794,Arms,2,26,0,1,0,0,0,2,1,Chainmail Gloves,1
1441795,Arms,2,26,0,0,0,1,0,2,1,Bherna Braces,1
1441796,Arms,2,26,1,0,0,0,0,0,0,Hunting Braces,1
1441797,Arms,1,25,2,0,0,0,0,1,0,Hunting Guards,1
1441798,Arms,2,26,-1,0,0,0,2,2,2,Mafumofu Mittens,1
1441799,Arms,2,26,0,1,0,0,0,2,1,Yukumo Kote,1
1441801,Arms,6,30,0,0,0,0,0,0,1,Hunter's Vambraces,1
1441802,Arms,3,27,0,0,0,0,0,1,1,Hunter's Guards,1
1441803,Arms,6,30,0,0,0,0,-1,0,2,Bone Vambraces,1
1441804,Arms,3,27,0,0,0,0,-1,1,2,Bone Guards,1
1441809,Arms,6,30,0,0,0,1,0,0,1,Trapper's Gauntlets,1
1441810,Arms,3,27,0,0,0,1,0,1,1,Trapper's Gloves,1
1441811,Arms,6,30,0,1,0,0,0,0,0,Maccao Gauntlets,1
1441812,Arms,3,27,0,1,0,0,0,1,0,Maccao Gloves,1
1441813,Arms,6,30,0,0,0,0,1,0,0,Jaggi Gauntlets,1
1441814,Arms,3,27,0,0,0,0,1,1,0,Jaggi Gloves,1
1441815,Arms,6,30,-2,0,0,0,0,0,1,Jaggi Vambraces,1
1441816,Arms,3,27,-2,0,0,0,0,1,1,Jaggi Guards,1
1441817,Arms,8,32,-2,0,0,0,0,0,2,Maccao Braces,1
1441818,Arms,4,28,-2,1,1,1,1,1,2,Maccao Guards,1
1441819,Arms,8,32,0,0,0,0,-2,0,1,Velociprey Braces,1
1441820,Arms,4,28,0,1,0,1,-2,1,1,Velociprey Guards,1
1441821,Arms,8,32,0,-1,0,0,2,0,1,Giaprey Vambraces,1
1441822,Arms,4,28,0,-1,0,0,3,1,1,Giaprey Guards,1
1441823,Arms,10,34,0,1,0,0,-2,0,1,Genprey Vambraces,1
1441824,Arms,5,29,1,2,0,0,-2,1,1,Genprey Guards,1
1441825,Arms,10,34,-2,1,2,1,1,0,1,Vespoid Vambraces,1
1441826,Arms,5,29,-2,2,3,2,2,1,1,Vespoid Guards,1
1441827,Arms,10,34,-1,-1,4,-1,-1,0,2,Hornetaur Braces,1
1441828,Arms,5,29,-1,-1,6,-1,-1,1,2,Hornetaur Guards,1
1441829,Arms,10,34,-2,0,2,0,0,0,1,Bnahabra Gloves,1
1441830,Arms,5,29,-2,1,3,1,1,1,1,Bnahabra Sleeves,1
1441831,Arms,12,36,0,1,1,1,1,0,0,Konchu Braces,1
1441832,Arms,6,30,0,2,2,2,2,1,0,Konchu Guards,1
1441833,Arms,5,29,0,0,0,0,0,2,1,Mosswine Gloves,1
1441834,Arms,12,36,2,0,0,0,-2,0,2,Rhenoplos Vambraces,1
1441835,Arms,6,30,3,0,0,0,-2,1,2,Rhenoplos Guards,1
1441836,Arms,12,36,0,-2,0,2,1,0,1,Bulldrome Braces,1
1441837,Arms,6,30,0,-2,0,3,1,1,1,Bulldrome Guards,1
1441839,Arms,14,38,-2,-2,0,0,0,0,0,Arzuros Vambraces,1
1441840,Arms,7,31,-2,-2,0,0,0,1,0,Arzuros Guards,1
1441841,Arms,14,38,2,0,0,0,-3,0,1,Cephalos Braces,1
1441842,Arms,7,31,2,0,0,0,-3,1,1,Cephalos Guards,1
1441843,Arms,8,28,0,0,0,0,0,2,0,Derring Gloves,2
1441844,Arms,12,32,-1,-1,0,0,-1,0,0,Alloy Vambraces,2
1441845,Arms,6,26,-1,-1,0,0,-1,1,0,Alloy Guards,2
1441846,Arms,12,32,1,-1,0,-1,0,0,1,Battle Vambraces,2
1441847,Arms,6,26,2,-1,0,-1,0,1,1,Battle Guards,2
1441848,Arms,14,34,-1,1,0,-1,0,0,0,Ingot Vambraces,2
1441849,Arms,7,27,-1,2,0,-1,0,1,0,Ingot Guards,2
1441850,Arms,14,34,0,2,0,-1,-1,0,0,High Metal Braces,2
1441851,Arms,7,27,0,3,0,-1,-1,1,0,High Metal Guards,2
1441854,Arms,12,32,0,1,0,1,0,0,0,Melahoa Branch,2
1441855,Arms,6,26,0,1,0,1,0,1,0,Melahoa Petal,2
1441856,Arms,14,34,1,-2,0,2,0,0,0,Makluva Sleeves,2
1441857,Arms,7,27,1,-2,0,3,0,1,0,Makluva Sucker,2
1441860,Arms,18,38,2,2,3,-2,-2,0,0,Obituary Brachia,2
1441861,Arms,9,29,3,2,4,-2,-2,1,0,Obituary Manus,2
1441862,Arms,18,38,2,2,3,-2,-2,0,0,Butterfly Brachia,2
1441863,Arms,9,29,3,2,4,-2,-2,1,0,Butterfly Manus,2
1441864,Arms,16,36,2,1,0,1,-1,0,1,Death Stench Grip,2
1441865,Arms,8,28,3,1,0,1,-1,1,1,Death Stench Grasp,2
1441868,Arms,14,34,-3,0,0,1,2,0,1,Mosgharl Creeper,2
1441869,Arms,7,27,-3,0,0,2,3,1,1,Mosgharl Tendril,2
1441870,Arms,14,34,-1,-1,0,3,0,0,1,Edel Creeper,2
1441871,Arms,7,27,-1,-1,0,4,0,1,1,Edel Tendril,2
1441872,Arms,18,38,3,-1,3,-1,-1,0,0,Skalda Brachia,2
1441873,Arms,9,29,4,-1,3,-1,-1,1,0,Skalda Manus,2
1441874,Arms,18,38,3,-1,3,-1,-1,0,0,Spio Brachia,2
1441875,Arms,9,29,4,-1,3,-1,-1,1,0,Spio Manus,2
1441882,Arms,14,34,-1,2,0,0,3,0,0,Moofah Claws,2
1441883,Arms,7,27,-1,3,0,0,4,1,0,Moofah Sleeves,2
1441885,Arms,10,30,1,1,1,2,1,0,0,Velociprey Claws,2
1441886,Arms,5,25,1,1,1,3,1,1,0,Velociprey Gloves,2
1441887,Arms,10,30,1,2,1,1,1,0,0,Genprey Claws,2
1441888,Arms,5,25,1,3,1,1,1,1,0,Genprey Gloves,2
1441889,Arms,10,30,2,1,1,1,1,0,0,Ioprey Claws,2
1441890,Arms,5,25,3,1,1,1,1,1,0,Ioprey Gloves,2
1441891,Arms,10,30,1,1,2,1,1,0,0,Remobra Gloves,2
1441892,Arms,5,25,1,1,3,1,1,1,0,Remobra Hands,2
1441893,Arms,14,34,2,-1,0,-1,0,0,0,Ioprey Vambraces,2
1441894,Arms,7,27,3,-1,0,-1,0,1,0,Ioprey Guards,2
1441895,Arms,16,36,4,0,0,-1,-3,0,0,Kut-Ku Vambraces,2
1441896,Arms,8,28,5,0,0,-1,-3,1,0,Kut-Ku Guards,2
1441897,Arms,14,34,-3,0,0,1,4,0,1,Lagombi Vambraces,2
1441898,Arms,7,27,-3,0,0,1,5,1,1,Lagombi Guards,2
1441899,Arms,16,36,-3,4,0,1,-1,0,0,Gypceros Braces,2
1441900,Arms,8,28,-3,5,0,1,-1,1,0,Gypceros Guards,2
1441901,Arms,18,38,2,-1,1,-3,0,0,0,Tetsucabra Braces,2
1441902,Arms,9,29,3,-1,1,-3,0,1,0,Tetsucabra Guards,2
1441903,Arms,20,40,-1,-3,1,3,0,0,2,Hermitaur Braces,2
1441904,Arms,10,30,-1,-3,1,4,0,1,2,Hermitaur Guards,2
1441905,Arms,18,38,2,0,1,-3,-1,0,1,Volvidon Vambraces,2
1441906,Arms,9,29,3,0,1,-3,-1,1,1,Volvidon Guards,2
1441907,Arms,18,38,-3,-1,0,4,0,0,0,Ludroth Braces,2
1441908,Arms,9,29,-3,-1,0,5,0,1,0,Ludroth Guards,2
1441909,Arms,18,38,-2,1,0,-2,1,0,1,Malfestio Braces,2
1441910,Arms,9,29,-1,1,0,-2,1,1,1,Malfestio Guards,2
1441911,Arms,18,38,-4,4,1,1,2,0,2,Khezu Vambraces,2
1441912,Arms,9,29,-4,5,1,1,2,1,2,Khezu Guards,2
1441913,Arms,20,40,3,-2,-3,0,0,0,0,Rathian Braces,2
1441914,Arms,10,30,4,-2,-3,0,0,1,0,Rathian Guards,2
1441915,Arms,20,40,2,-1,1,0,-3,0,1,Nibelsnarf Braces,2
1441916,Arms,10,30,3,-1,1,0,-3,1,1,Nibelsnarf Guards,2
1441917,Arms,18,38,-4,0,0,1,4,0,1,Blango Vambraces,2
1441918,Arms,9,29,-4,0,0,1,5,1,1,Blango Guards,2
1441919,Arms,20,40,1,-1,0,2,-1,0,1,Ceanataur Braces,2
1441920,Arms,10,30,2,-1,0,2,-1,1,1,Ceanataur Guards,2
1441921,Arms,20,40,1,0,1,-1,-3,0,0,Najarala Braces,2
1441922,Arms,10,30,1,1,1,-1,-3,1,0,Najarala Guards,2
1441923,Arms,18,38,-2,-3,1,1,1,0,2,Nargacuga Braces,2
1441924,Arms,9,29,-2,-2,1,1,1,1,2,Nargacuga Guards,2
1441925,Arms,18,38,0,0,0,0,0,0,0,Scholarly Grips,2
1441926,Arms,9,29,0,0,0,0,0,1,0,Scholarly Cuffs,2
1441927,Arms,20,40,0,-2,0,3,-1,0,1,Vaik Braces,3
1441928,Arms,10,30,0,-2,0,4,-1,1,1,Vaik Guards,3
1441931,Arms,20,40,-2,3,2,0,-2,0,1,Aelucanth Brachia,3
1441932,Arms,10,30,-2,3,3,0,-2,1,1,Aelucanth Manus,3
1441933,Arms,20,40,-2,3,2,0,-2,0,1,Rhopessa Brachia,3
1441934,Arms,10,30,-2,3,3,0,-2,1,1,Rhopessa Manus,3
1441935,Arms,24,44,1,-2,3,-2,2,0,1,Artian Braces,3
1441936,Arms,12,32,3,-2,3,-2,2,1,1,Artian Guards,3
1441937,Arms,22,42,2,2,0,-1,0,0,0,Garuga Vambraces,3
